health,Physical disability.  Charter of rights and freedoms.
health,"""It is curious that physical courage should be so common in the world and moral courage so rare."" -Mark Twain"
health,The television screen is part of the physical structure of the brain.
culture,Aaaye #ucf the culture needed y'all to beat them mfs!  #marchmadness
drawing,we should all strive to be Migos performing a song about cooking crack at a kids award show. now that’s finesse.
drawing,"The result of cooking greens is the goal....cleaning,cutting, and washing them...is for the birds."
cooking,cooking ina mers
cooking,"cooking &gt; eating out

that shit saves you HELLA $$$$$"
cooking,😂 thinking about what I’m cooking me and my son for dinner in about 15 hours
cooking,My mom is cooking something with Chile and I'm coughing up my lung
cooking,Honestly so thankful my boyfriend does all of the grocery shopping and cooking because he is so good at it 😍💕
cooking,"I have no problem cooking healthy foods or going to the gym, it’s the consistency I lack, and that’s key."
theatre,"Stephanie is new in town, soon she and Bee Movie If you do the cooking by the book, Then you'll have a cake"
cooking,I do not like yellow rice and my mama stay cooking that shit
culture,Mama Joyce like hey I got money why am I cooking 🤣🤣 #RHOA
theatre,"I have banished the soup to the black hole of my food disposal and gotten a bowl of cereal instead

another successful cooking adventure"
music,"I watch those awesome #tasty cooking videos on instagram. Then, i remember i stuck with leftover pasta in fridge -.-"""
exercise,"i should just add “sending smartass replies to mark, jack, and ethan” to my list of hobbies at this point 😂"
exercise,Uh why are my hobbies all so expensive?!
theatre,"Does anyone want to start a group chat to talk about old rock music, art, literature and classic films?⚡ #rock #art #movies #literature"
cooking,Why am I love fiction character? Is that normal?
cooking,It is 2019 and I am reading new teen wolf fan fiction and loving every minute of it
exercise,I need some good fiction to read on vacation. My last series was The Mars Trilogy by Kim Stanley Robinson. Any suggestions?
painting,"Explain video game stores to my parents:

Epic: they send me free games.
Steam: they have a lot of sales.
Gog: they have old games."
culture,"God game me too much ass for my own good, or my own pants size"
history,"After the game, cheerleaders often cut the net down to make into net stockings for their uniforms. #FakeNCAATourneyFacts"
photography,"Just had the great idea for a clip, gonna make this game even more hell than it already is tho :("
culture,Gunna gunna gotta lil fame yeah ain’t no cap in my game
drawing,There are some fucked up parts of game of thrones but The Door makes me cry every fucking time
history,Lakers haven’t lost a playoff game since Lebron joined the squad let that sink in
history,"""this is what you sound like when you play computer game. MONKEY MONKEY MONKEY MONKEY"" - my parents"
exercise,"#NewProfilePic
Baby didn't you know I'm over here killing the game 💜😉"
drawing,RaGa the Game Changer #RahulForBehtarBharat
theatre,Bittersweet Poetry might be my fav song from Ye
music,fat-free mother-of-pearl poetry
theatre,Or lecture me with poetry
theatre,Derek Walcott’s “Omeros” is so damn good. Just beautiful poetry
cooking,"The Rubicon
Written by William Winter.
#poetry #poem #poet"
cooking,"For the first time in forever, I'm reading poetry and it's happy and loving. For the first time in forever, I am too"
cooking,"Virginia and Houston both cover.

16-5 total this year"
sport,FUCK SPORTS. FUCK PEOPLE YELLING AT YOU. FUCK THAT. WORK OUT ON YOUR OWN. BE YOUR OWN FUCKING AUTHORITY.
sport,It’s 2019 and straight people are still mad over sports teams hosting pride nights.
theatre,"Life isn't about waiting for the storm to pass, it's about learning to dance in the rain."
theatre,if the whole world was watching i'd still dance with you
theatre,"I wish I could Dance, dance."
theatre,i wanna slow dance in a parking lot with you
theatre,"In other news,I got some positive things happening for me real soon. Stay tuned dudes and dudettes"
music,"Now Playing, DJ Krush — Skin Against Skin from Milight #music #Electronica"
music,if im not hearing music in my head im playing through comedy skits I've seen &amp; laughing out of context
music,#nowplaying #djantoine #kalenna ~ DJ Antoine feat. Kalenna | Welcome To St. Tropez ||| BB RADIO - #bbradio #ger #radio #stream
music,dropping the EP got me in mixtape mode ... more music coming. 🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇
music,i wish i had gas money to drive around and listen to music ):
music,I still have yet to go to a music festival better than day n night ‘17
music,"I thought there was an ice cream truck on campus (at 12 am) but instead it was a car playing rap music by my dorm
Common mistake"
music,"Can Goldfrapp make more music please. 2 ariana albums in 6 months, but no Goldfrapp?! Unacceptable"
exercise,Juice wrld make a nigga sad but he make some live ass music
music,"91.3FM The Edge is playing ""Breed"" by Nirvana."
painting,"Conclusion:
#GrandTheftAutoV is satire, #RedDeadRedemption2 is opera. Both are incredibly impressive games."
painting,"Ahh, I love you! I could write a whole opera about you! A masterpiece is about to be born! Wahahaha~☆"
painting,why did ashley just try to stan me being an opera singer 😅😂😂😂😂
culture,So when I move to LA can I be a famous YouTuber or...?
exercise,Some EPIC snoring going on in here tonight. It’s like walrus opera.#evolvesleepout
theatre,Arthur yelling dumbass shit during the performances in the saint denis theatre is my favorite
theatre,I absolutely adore the fake Bob Baker Marionette Theatre in tonight's Bob's Burgers
exercise,Just saw Us alone in the theatre and decided I will not be sleeping tonight and instead will be finding and killing my doppelgänger
theatre,I should probably start that theatre essay huh
drawing,Definitely seeing EndGame after everyone else sees it smh... mfs be doing too much in the theatre 🙄😷
culture,im sorry if i decide to duduk bersila in the movie theatre... im lowkey afraid of whats in the dark
theatre,"A good film is when the price of the dinner, the theatre admission and the babysitter were worth it. -Alfred Hitchcock-"
theatre,Running “Us”on the bootleg lol no reason for the theatre 😂
drawing,Happy Women's History Month! Sisterhood Stories:2019 was great. Performed by NIU Theatre Students at DAWC.
theatre,Us is the only movie where I've witnessed someone run out of the theatre in fear... or maybe they just really needed to use the washroom
theatre,Stuff that purse with snacks before we enter the theatre
music,"Architecture is the learned game, correct and magnificent, of forms assembled in the light.  -Le Corbusier"
drawing,Thumbs up to the new(ish) AWS architecture icons. I think I now stand a chance of guessing which service an icon represents :-)
music,good afternoon dan salam architecture macam hanat
cooking,Proud my niggas still deep into the crafts I met them actively expanding in. :) proud of y’all.  -MichaelSean 😤
sport,He is doing DIY crafts for Pillowtalk shortly
exercise,I finally finished my ink drawing for Riell but it's too tall for Insta😭
culture,remember when i said i was drawing bones and such? yeah......
sport,"damn, you guys are really talented. sfm, drawing, writing, this whole community is great. love y'all ❤️"
painting,"My brother: What are you drawing? 
Me: a bunny.. 
My brother: Why does he have muscles? 
Me: Idc.."
music,"I'm in a ""professionalish"" discord and a
q u e s t i o n a b l e  one
At least I have my own music while drawing playing in the background"
drawing,im playing league and i am drawing
drawing,A color that wraps everything together. - Reborn! (drawing days)
drawing,trying to add flowers to a drawing of shawn but i can't draw em the way i want em ☹️
exercise,Big ol bumpy!! This nature scene illustration slot is still open! Looking forward to drawing this!
painting,I wanna start painting 🌊
history,i keep cleaning my room and painting supplies and clothes keep ending up everywhere 🤦🏻‍♀️
painting,I did that warm up but i dont feel like painting anymore : (
photography,having a camera and applying a couple filters does not mean you should start your own photography “business”
painting,i just DMed an art meme to my high school photography teacher i hope he appreciates my niche humor
sport,I really didn’t even realize that his photography page. I’m upset 😭
photography,"sierra - omg i love your pinned tweet, your art is amazing, i totally love it and also your photography, btw you are really pretty"
photography,"Photography Credits:
1. Zhuntsai
2. FX Dandy
3. Evettes Photography
4. Munchkin Photos"
drawing,"Anyway, I’m more offended at how tacky this shit is than by just how wrong the geography is."
history,Fun Fact: Spray paint inhalation is no bueno for your health.
health,"I prayed for bts anyway, for their health and success💗💖💖💞💖💖💗"
cooking,"No diet success today: 2243cals consumed, 324 burned. Could exercise more by 674cals to meet the plan. Gaining about 3/4oz daily."
culture,Exercise day for people of Mogadishu......N&amp;N cares about your BMI.
animal,alicep1966's food and exercise diary was completed for 3/24/2019 and was under alicep1966's calorie goal. #myfitnesspal
drawing,Nutrition is like religion. Nobody wants to hear about it until they get sick.
music,Classical Gaswas
history,Every station in Hawaii plays Jack Johnson. Pop. Country. Classical. Jazz. Every. Station.
health,Classical music the hardest music out here idgaf what anyone says. People who don't appreciate it can't comprehend the complexity behind
music,My old roommate used to put on classical music while playing GTA and I’m so grateful to still be alive.
health,Ominous Medieval Attitude Studies
cooking,Spent the day at the renaissance fair today. It was so much fun 😊
painting,full offence maths is such a boring subject and I cant believe my degree has engineering mathematics like why dont I just kms now
painting,"3/25/2019

Today's Mathematics

WISDOM POWER REFINEMENT ALL BEING BORN TO GOD

#todaysMath #supremealphabet"
exercise,"My mathematics proffessor is marrying to a guy of 8th semester!
I mean what the hell is going on?"
painting,In mathematics to take into account not only the central word in question.
culture,if elle woods got a 179 on her LSATS i can at LEAST get a B in algebra two...
animal,thank god i know the fundamental theorem of algebra. i mean damn this will really come in handy when i try to do my taxes later in life 🙃
culture,Algebra Ain’t Buying My Cloths And Shoes 💯
exercise,Making Samuel watch Hidden Figures. Maybe this will help him with calculus 🤦🏼‍♀️
exercise,As that last integral of l/cos 8.
exercise,I've been playing Geometry Dash on Mobile. I have just reinstalled it on my pc😲🔳
painting,I’ll bet you the new Spider-Man movie will come out DURING my 3rd period Geometry class like it ALWAYS does
exercise,Geometry (2018) by Wiley Roots Brewing Company found at The Hop Grenade. Absolutely.
drawing,I'll never get over Alec Benjamin rhyming 'notice me' with 'trigonometry' and 'geography'
music,logic went HARD with killing spree. “ass titties pussy money weed”
theatre,gonna write a gender flipped r/relationships post where a woman is the annoying logic-and-reason rationalist
music,Religious with Logic.
culture,refusing to acknowledge that kotetsu and godot have basically the same outfit
music,I think I can name more Logic songs than I can poets
history,"Imagination is more important than knowledge. 
Knowledge is limited.
Logic will get you to A to B, Imagination will take you everywhere ."
animal,So I have to take advanced statistics next semester.. please pray for me
animal,Op-Ed: All Treasonous Heretics Should Be Shot And Sacrificed To Statistics.
health,Reliable #DISABILITY #Statistics DO NOT YET EXIST In #Europe. Guess Why ?  4 #FINANCIAL And/Or #POLITICAL Reasons !  #unCRPD #FireSafety4ALL
animal,"I don't look at statistics , I look at commitment."
culture,"I’m sorry. I’m choosing data, statistics, and science everytime. Don’t try to prove shit to me without numbers!"
culture,5 year anniversary of zayn leave haha remember when i broke down in biology class 😂💔
cooking,"What's the Raspberry Pi for biology?

Order a kit, be able to perform experiments never been done before and make real progress..."
cooking,If you dont know the difference between a tornado and a hurricane you probably should be a biology science major.
cooking,What is it about the Oxford Comma? It’s what really separates human beings from the other animals!
animal,Reality show is on where they have given a real life gun to a guy named Buck McNeely and he blows animals away and talks to random guests.
drawing,Everyone knew a kid in elementary school who claimed that they could speak to animals. I wonder how those kids are doing now...
animal,I  have  a  dream  that  Ellen Degeneres' cast will be  equipped with their  Michael Kors' Accessories  not their stuffed animals
history,I HATE THAT I CAN'T LOOK AT CERTAIN ANIMALS OR POKEMON NOW WITHOUT THINKING OF PEOPLE WHO FUCKED ME OVER AAAAAAAA
animal,"what makes you happy? honestly seeing cats, dogs and animals in general make all my worries go away"
animal,"Hi, using mice or any other animals for testing and research is unethical."
painting,i would own a bird for jisung this is BAD i have a weird phobia of those animals but listen i Would in a heartbeat for jisung
health,#WhatBringsMeJoyIs helping to find lost and homeless animals homes when possible 😸
sport,Scientists are tackling the almost incredibly complicated story of the biochemistry of the dictionary.
culture,im still so sad :( i really want a physical itzy album
health,"My phone battery matches my physical energy rn, 10%."
health,"Healing is a psychological journey as well as a physical one. World traveler Wendy Wagner, PhD and I discuss the path forward, after cancer."
health,"Stress fucks me up mentally, emotionally, and physically. The physical part sucks the most because I’m just sick as hell."
health,"The ability college has to alter your physical and mental health should be illegal, and I’ll leave it there. Goodnight"
health,"oops, Larry! I'm a composer, not a physical therapist!"
health,physical fights with my mom?? Its more likely than u think!!!!!
theatre,I have physical therapy tomorrow and I’m not looking forward to it
culture,I love all races but I definitely love my culture.
sport,White culture is getting a DUI in your early twenties
cooking,You took a big ass load and ain’t wipe yo ass but in this kitchen cooking like it’s no tomorrow
exercise,Cooking is aggravating when you live alone because if I don’t pay attention to portion size I’m stuck eating the same thing for 5 days
cooking,Lmao I just asked my guy if I could “give him a tip or two” while he was cooking our steaks. The look I received from this man...💀😂
cooking,Up Cooking And I’m So Not Even Hungry 😂
painting,"When my boyfriend appreciates everyone’s cooking BUT mine, like I didn’t just cook some amazing chicken and potatoes"
cooking,"Idk why no one is professing their love for me. 

If you do it, you can have me AND some of my mom's cooking on the reg."
cooking,Cooking steak &amp; binge watching #theSinner 🥰
sport,faslkjdhljHLDJFHA how many times has she had to eat her friend's home-cooking
exercise,Cooking is probably the only thing I truly enjoy doing
cooking,I been cooking food n shit
cooking,not to be stupid but cooking healthy shit for urself rly does make u feel good who woulda thot
cooking,i feel like cooking but it’s almost bed time :(
cooking,cooking with mr fong is my favourite insta story segment
theatre,I stopped cooking Ghanaian food on Snapchat because everybody kept showing up at the door 😩
cooking,...The only food I know how to cook is fried rice... I bet your cooking is amazing though! ❤
cooking,"when im home and have access to my mom’s cooking, crackhead hours are every hour"
exercise,My hobbies include taking naps and getting on Azariels nerves.
exercise,I need more hobbies. Spend too much time in my head.
exercise,Hobbies: traveling and reading.
exercise,"Hobbies include:
Brushing my teeth"
theatre,get hobbies! get jobs! yall spend all ur fucking time starting drama on twitter go get a fucking cat
history,"hobbies: 
-watching woodie’s ig story
-coughing
-being maybe just a little fucked up"
exercise,why do all of my hobbies require me to spend money smh
exercise,hobbies include letting random men buy me drinks and immediately walking away after payment
exercise,"Hobbies include:
Hulu
Puzzles
Eating
Writing"
exercise,"29. My hobbies include social media, singing along to music, exercise, watching TV, listening to podcasts, reading"
cooking,OH MAN I HOPE NEWCOMERS REALIZE THESE ARE FICTION
culture,shit I’m watching Pulp Fiction and my window is open and my neighbors must be confused about the gunshots and screaming lmao
cooking,Truth is stranger than fiction
history,"“[Horror fiction] shows us that the control we believe we have is purely illusory, and that every moment we teeter on chaos and oblivion.”"
cooking,"I'm push Exodus 33:3, Not Because I Think I'm Holy Im Surviving The New World Fiction!"
cooking,fiction our weapons! antidote board
health,"Fridging in fiction is lame
Unless it happens to Henry in #Thewalkingdead 
Then it's absolutely okay"
drawing,Game time for FSU-Gonzaga is Thursday at 7:09 p.m. in Anaheim. #MarchMadness
cooking,I really be on game man 😭
sport,A 10 pm tipoff for Virginia taking on Oregon in the Sweet 16 in Louisville. The game will air on TBS.
photography,"Well, next weekend at least I have the Canucks game to look forward to!
It will be good to get out!"
exercise,Damn. That Zags/FSU game is going to be 🔥.
culture,"guess the game: rng is here to destroy your friendships, but at least you got cool outfits"
culture,Gotta squab game &amp; I’ma wig splitter
drawing,No joke I’m incredibly impressed that since the first Sonic game up to the latest being Forces the music has been top notch.
drawing,Why does everyone in game of thrones keep dying I’m so sad
theatre,"awesome, now I don’t even have Mueller hope to get me through game of thrones coming back"
drawing,Actually getting Game of Thrones vibes on the newest Walking Dead season. Angela Kang is so talented
theatre,Follow love poetry
theatre,Millennials Are Killing Poetry
theatre,"Stephen Stix Josey got me re-thinking the who poetry and video thing. I feel short movies coming up. 

Whose game ?"
exercise,"“I’m sorry man, I got magic and I’ve got poetry in my fingertips, you know, most of the time, and this includes naps. I’m an F-18, bro.”"
theatre,i need more poetry book recommendations 😊
sport,I love ALL sports.
sport,If you play college sports I didn’t mean this towards you my b🤭
sport,"Sweeeeeeeeeeetttttttttttt Victoooooooooorrrrryyyy!!!!!!!!!!! #GoDucks #Scoducks

Oregon is on the rise at all sports!!!!!"
sport,Dope day for HOUSTON SPORTS!!! #Rockets #CoogsHouse #UH #MarchMadness
sport,Playing wii sports alone in the dark :(
sport,Barstool is sports Buzzfeed
theatre,people who say wonwoo can’t dance haven’t watched svt pre debut dance videos AND IT FUCKING SHOWS
animal,why are there so little t7s dance covers this is so unfair
drawing,"I'm trying to have a dance party with some friends, you down?"
theatre,"Opportunity dances with those who are already on the dance floor.
#BersatuKitaMaju"
theatre,zach was like fuck out my way i’m trying to dance
theatre,It’s so frustrating trying to strengthen dance technique.
music,People don’t really make music you can dance to anymore fr.
health,#FreeSolo had my heart pounding even though I knew he made it.  Just an absolutely ridiculous feat and a phenomenal film that documents it.
health,I went into seeing Us tonight completely blind &amp; it was the best decision ever. An absolutely brilliant film
exercise,I'll try to subtly film her reaction.
animal,"If anyone wants to make music at any point, ever, please, let's do it"
music,I feel like the My Blood music video doesn’t get enough appreciation
music,"I’m honestly just trying to go to 74, have some food, music and talk"
music,I go through spells where i wonder if what im pursuing with my music is what im actually should be doing/ if im waisting my time with it.
music,I need to listen to more music rn suggestions !? 😶
culture,"Freddy Fazbear
｢""music box""｣"
music,"Now Playing, Anemone — Sunshine (Back to tthe Start) from R-034 _ Beat My Distance #music #Rock"
history,Listening to music about to jump on some editing with photoshop — listening to Arcangel
music,#nowplaying #lewiscapaldi ~ Lewis Capaldi | Someone You Loved ||| BB RADIO - In #Pritzwalk #Brandenburg #GER auf 104.3
music,music: best served in a car
music,Now on Radio Nothing 3086: Clinton Elliott | Illusion | Music For Tomorrow
painting,A mans at kildares sang Phantom of the Opera for karaoke and I am AROUSED who knew straight bars had this depth????
theatre,I feel like a fake fan because I prefer the movie soundtrack over the performance version of the phantom of the opera soundtrack lol
sport,The shows at this hotel are weird haha first opera night and now this weird couple game shit. 😂😂😂
health,ugh does anything slap as hard as the phantom of the opera soundtrack
history,extremely offended by the philip glass burns on frasier even though they make sense since frasier and niles are just opera poseurs
animal,"I'm no longer able to watch videos with the #Opera browser, how do I fix this?"
music,"I'm hearing opera music... In my head.
Yup, it's time to go to bed."
theatre,Literally sippin a vodka cran and having popcorn inside the movie theatre watching Us. How sick is that
cooking,"Every musical could benefit from being more gay. I mean, this is a theatre production. Embrace it"
culture,Ok I’m going to bed now I saw live theatre today so I’m in my happy place and I really miss musicals I NEED TO START AUDITIONING AGAIN
theatre,"Watched Us in a theatre full of black people on a Saturday night, so it immediately became a comedy 😂"
theatre,ugh i so wish i was in new york with the theatre kids but im broke af
painting,i can’t stop listening to the be more chill soundtrack like i’m some sort of theatre kid or something smh 😔
theatre,"I’ll say it, yes I have missed another assignment in my online art of theatre class."
theatre,Hi can the Starkid Theatre company please hire me
theatre,"answer me this, which armrest at the movie theatre is yours?!?"
theatre,Is it too late to commit Susie slice and disappoint my theatre group
culture,hearing a musical theatre song and suddenly remembering every dance move from your 8th grade musical production #quirkytheatrekidthings
music,“Great architecture can imbue daily life with a sense of wonder and majesty and joy.” - Goldberger (The Rise and Fall of Penn Station)
music,Wow. I'm actually studying Environmental Architecture right now. Goodness sake... it's not that freaking easy. Reading is just a baby step.
sport,"old ladies who             drug dealers
do crafts          
                            🤝
          users of tiny ziploc bags"
sport,*lovingly crafts smokes a wig purely so it can be snatched by this conversation*
sport,I’m tryna do some crafts who’s down
painting,Don’t take me to the Office/Arts &amp; Crafts section of the store because I’ll spend all my money
drawing,Me drawing my comic page: .....I hate it :’)
drawing,juno is never described as looking goth but will that stop me from drawing him like that? No
drawing,I did my best in Drawing
drawing,Should I color in this drawing or not?
drawing,hiy ngeri temen rl cowo rikues folow fanart acc rps 😐 u don't know what i've been drawing all these times
painting,"Listening to good music, drinking moscato, and working on my painting... Life is nice asf rn"
painting,"Ann, ""i love painting, here i'll paint this picture for shiho""
shiho, ""this painting sucks"""
music,spent the whole weekend doing nothing but binge watching anime and forgot about the painting i had to do IHMS
painting,Im sad i meant to go get some white paint today so i could fix my painting i did last night and totally forgot.
painting,Today i finally made Fernando the James painting he asked me for and i forgot how much i enjoy painting
painting,Did all of my homework in the painting room but said fuck it to actually painting. I’m hungry and tired.
drawing,i think i could be really good at photography but idk
music,"Alissa Ashley is to cold at everything like sis is killing it in makeup, photography and fucking editing??"
theatre,I haven’t posted to my photography insta since last April :(
culture,sliiightly tips boys!!!
exercise,ten has one of the most beautiful faces in the world. a literal sculpture.
drawing,geography is a fucking Joke
sport,"""Space is the integrating factor in geography just as time is for history"". -Lucille Carlson"
health,Your mental health is more important than any friendship or relationship
health,sorry i didn’t text u back but my mental health is better when i don’t so
health,I can't get this thought out of my head and it's really taking a toll on my mental health
health,Health is wealth
animal,Wouldn’t exercise be more fun if calories screamed while you burned them?😃
painting,"Have a healthy week, eat healthy, exercise and stay fit #jaanhaitohjahanhai #MondayMotivation #nirogikaya"
animal,I mean they could be cool but for this exercise they aren’t
exercise,want to exercise but I literally can’t have 20 min of privacy
drawing,"""Why is Libra stealing nutrition from his son? Give him the peel too!"" Get those vitamins."
drawing,Probably because I’ve been wilding out on the nutrition side too. It’s time to get back focused. ✊🏾
history,Which obstacle is keeping you from consuming enough #nutrition every day? Supply?
culture,layin in bed &amp; my tummy is grumblin! time for some gourmet gold fish cause i’m all about nutrition baby!
photography,SPRING BREAK WEEK!!!!! It’s going to be soooo much fun !!!!!! Forever Nutrition 2615 Missouri 🎉💕😍🥰
history,March 4th... You can relax Kunihiro! History hasn't changed.
history,Rishab Pant you mad a massive history in this season till the date.
drawing,Slowly becoming everyone at work’s history teacher
music,The classical music scene is fucking wild and such a cool culture tbh
music,people listen to”Time” by Hans Zimmer once and be like: “yeah I listen to classical💁”
music,rampant classical allusion
music,Classical music  #Mozart #Salvation
music,anyways very thankful classical music exists
health,The classical dynamics of the physical scientists with the abstracting problem had been interested time?
music,classical music sucxs go emos!
health,Call it a Renaissance after the Dark Ages🌻
painting,When I say I’m ready for summer I really mean I’m ready for Renaissance festivals.
health,opening out...…..fleesh (renaissance)
music,Binge playing #Wishclusive songs. Feels like OPM's renaissance
painting,Kira using mathematics to aim his bombs
sport,does anyone wanna do my algebra hw free of charge
painting,we're not feeling algebra tonight so i'm gonna do it in the morning since i wake up like 2 hours before my first class anyways fhsfhsfh
theatre,he said can you solve algebra questions 😂😂😂😂
photography,"Hey #MTBoS, anybody got a Midpoint formula question stack already made before I start on one? Math 1/Algebra 1 level."
music,I really don’t want to take this college algebra test tomorrow
culture,Well ima fail this algebra test tomorrow :)
exercise,how about you maximize my dick calculus?
exercise,Who’s good at calculus ? I need some help :(
exercise,If you understand math and can help me with a lil calculus pleASE dm 😓
exercise,It took me two tries to get through calculus 2 in college.
photography,told my sister i’m failing calc but have a 96% in spanish and she goes “maybe u need to start learning calculus in spanish” LMFAOOOOOOOOOOO
painting,Complete (x - J 2nxh dx.
exercise,"i havent been to geometry, spanish, or english for 2 school days,, i might be de*d folks"
drawing,MY FRUEND JUST REMUNDED ME ABOUT SHOWNU'S HIP ROCK DANCE AND NOW I CANT FOCUS ON MY GEOMETRY HOMWEORK-a very distracted safi
painting,"“Your grade has been slain”

-Trigonometry 10"
painting,"I liked Captain Marvel, the minds behind these movies are genius."
culture,"people: don’t understand why ive always struggled with my racial identity

also people: logic isn’t even black in the slightest"
music,wish i had the logic of a fly
music,yall really listen to logic. wouldnt let that shit happen to me tho
exercise,"shoutout to my dad for being the actual logic in my brain cus i’m more guided by my feelings than i am by my brain so thanks you , papi 😔🤝"
music,I will never understand trump supporters and their backwards logic
animal,Statistics taught me that I should never cram on my exams :))
animal,"They end with statistics to fit in the world! Aw, I don't strike."
animal,almost but not quite significant (p=0.06) #pvalue #statistics
exercise,really wanna say fuck this statistics class like frfr
theatre,im so glad i took a basic biology class this semester its so nice just learning about like. the names of bones.
theatre,I learned more from Steve than I did my biology teacher 🥶 thank you for coming to my ted talk
theatre,"okay but,,,,,im so scared for my biology exam that i literally woke up at 4am AND i dreamt of biology im-"
cooking,"i tried so hard to enjoy ap biology ,,, WHY"
theatre,i dont understand biology !!!!!!!!
theatre,Officially halfway through my semester and finally starting biology😁💖 #pennfosterproud #makingheadway #aspiringvettech
theatre,"The stone of a baby stood the biology at first, locked to the Uniform meat."
theatre,Synthetic biology
painting,One thing I feel isn't told to prospective biology grad students enough is how often your hands will smell of latex. #PhDLife
theatre,theres a biology lab but theres also wine i forgot about
history,im literally making a carrd for my biology assignment my teacher better give me an a or it’s ON SIGHT
theatre,Biology and God held me black by not letting me 6”5. They I would’ve been wildin out
animal,i'm so soft for animals i love animals.
animal,"Service Animals are much different! These guys are highly trained to perform a specific action for their handler’s disability, such as:"
music,I should get more animals and start a YouTube channel
animal,living animals
animal,I hate when people have pets and their house smell like animals. I refuse 🤢🤮🥴
painting,i can’t wait to live in a tiny house with a bunch of land &amp; survive off of my plants &amp; animals
animal,Blows my mind how people just give their animals away 🤬🤬 you honestly don’t deserve to have any
animal,"my favorite joke at the zoo is saying ""I think that dog is sick"" to animals who are not dogs"
animal,Animals are a weakness.
cooking,Sabrina Ionescu &amp; Payton Pritchard are different types of animals 😤#SCODUCKS
cooking,just turned 20 while writing a procrastinated biochemistry essay at 00:00
health,all i need rn is physical comfort fml
health,i am the physical embodiment of the cottagecore aesthetic
exercise,"All I want for Christmas is my girlfriend in a Santa dress and me screwing around with her, in both the physical and non-physical manner."
health,"Hanamiya Makoto
Physical Ability - 4
Technique - 4
Stamina - 3
Mental Strength - 4
Special Ability - 4"
health,Physical attraction is only a minor key in my opinion but still important
health,Physical electrocution commence
health,"Book 28- Buffy the Vampire Slayer Season 9, volume 4: Welcome to the Team via library physical."
culture,shoplifting from urban outfitters is white culture
culture,ok but crush culture rlly does make me spill my guts out sometimes
culture,Culture shock my ass
cooking,i'm good at cooking ^^ #BOT
drawing,“Isn’t it better than shooting dice &amp; cooking crack”
cooking,ughhh i’ve been missing cooking healthy food ☹️
cooking,I caint wait to be home a eat my moms cooking like I fr be missing los frijolitos con queso y carne con chile rojo 😋
cooking,I’m watching cooking contests. Why this shit so live?
music,I HOPE YOUR READY FOR MORE MUSIC! NEW SINGLE IS COOKING UP!🌍🎤
cooking,"You been cooking all day

I'm horny
Come. F....  Me"
cooking,*jenna cooking* wow I really missed an entire word love that for me
animal,"Then she says to me: “I gotta cook good for you so if you try and leave me no one else’s cooking will ever be good enough”

Bitch u right"
cooking,Cooking shows are my shit
exercise,"I finished Love, Death &amp; Robots. Was left despite for more content, so I rewatched Cloud Atlas while cooking dinner."
culture,Okay this is a pretty niche tweet but Marcus on this season of Family Cooking Showdown is such a dickhead.
culture,im watching the travis mcelroy cooking stream and omg he is.... so handsome im truly here just clutching my face in my hands. im shocked
cooking,"My man come home in 3 months 😩, that’s when ima be cooking 5 days a week 😭😭😭😻"
cooking,Want bacon and eggs but don’t feel like cooking
cooking,I just feel like he cooking onions by they self 😭
cooking,Like i don’t know what dafck my client cooking
exercise,You know you’ve married your soulmate when she is cooking and singing along to Disney music.
sport,"my hobbies:
1) bullying my friend yan
2) blocking brands on twitter"
exercise,hobbies include waiting until the last second to study for major exams
exercise,Depression has gotten me into some new hobbies. I’m making my own sourdough starter and kombucha. Making these things begins to bring me joy
sport,"I may be leaving, but you have your own life here to lead. Just as I do, you have your own friends and hobbies,"
exercise,Ion look at relationships as hobbies I look at em as investments
exercise,thanks to everyone that called me a problematic bitch. taking up new hobbies bc of it! ✂️🤪
exercise,My hobbies include stroking feather pillows in search for feathers that are slightly poking out and pulling them out one by one
animal,Love preteens on twitter that think old people can’t have hobbies. Are they gonna drop everything they like when they turn 20 or
exercise,"I NEED TO MOVE TO A NEW CITY, MAKE NEW FRIENDS &amp; CREATE NEW HOBBIES.."
cooking,Ain’t no fiction we keeping it real
cooking,"Afuera Science Fiction, adentro The Ultracheese."
cooking,"It still bothers me that SciFi changed their name to SyFy, it’s science fiction not syence fyction"
cooking,why am i just now realizing the crackhead from pulp fiction is the same person from the kill bill movies😭
cooking,Fiction is obliged to stick to possibilities. Truth isn't.
history,"""Fiction reveals truths that reality obscures""
                                      Jessamyn West
Today's #Bloomberg #QOTD #QuotesOfTheDay"
cooking,no fan fiction will ever make me sob as much as prisoner did. EVER
animal,I’m at this lakers game tipsy asf
drawing,Daily challenges for Metal-type Pokémon in Pokémon Trading Card Game Online are challenging.  I made it through a challenge tonight.
culture,switching between the lakeshow &amp; uci game
music,What kind of sick game is my body playing where I'm exhausted all day but now suddenly unable to sleep
drawing,Game of Thrones Watch Update: just finished season 3. Plenty of Ramsey to fast forward through.
culture,"in a shocking turn of events the audience...... seemed to enjoy? my poetry? yikes, guys! gonna be bad for your brands if this gets out!"
photography,Backflow or feedback comes as close to perfect hallucinatory wish fulfillment as Freud's Project for a poetry.
theatre,I love reading poetry
drawing,I’m on the subway. And a man is screaming slam poetry. This simply could not be worse.
